This file contains the S&P 500 straddle returns used in the paper 'Risk Premia and the VIX Term Structure' by Travis Johnson,,,,,,,,,,,,
The dates are in YYYYMMDD format,,,,,,,,,,,,
r_K^{straddle} gives the daily return of a long constant-maturity at the money straddle strategy with target maturity K months,,,,,,,,,,,,
r_K^{short straddle} gives the daily return of a short straddle strategy assuming a margin requirement equal to 20% of the current S&P 500 index level,,,,,,,,,,,,
Returns are in percent,,,,,,,,,,,,
,,,,,,,,,,,,
Date,r_1^{straddle},r_2^{straddle},r_3^{straddle},r_6^{straddle},r_9^{straddle},r_12^{straddle},r_1^{short straddle},r_2^{short straddle},r_3^{short straddle},r_6^{short straddle},r_9^{short straddle},r_12^{short straddle}
20010827,-3.38,-1.272,-1.465,-0.803,-1.22,-1.588,0.671,0.386,0.557,0.433,0.82,1.24
20010828,1.074,-0.101,-1.157,0.117,-0.798,-1.1,-0.224,0.032,0.454,-0.064,0.535,0.852
20010829,-0.576,1.492,1.487,0.511,1.181,0.526,0.128,-0.48,-0.589,-0.285,-0.8,-0.411
20010830,5.397,3.63,1.77,2.601,1.329,1.148,-1.252,-1.226,-0.738,-1.482,-0.931,-0.919
20010831,-3.615,-0.281,0.456,0.472,0.177,-0.447,0.917,0.103,-0.201,-0.282,-0.128,0.371
20010904,-3.481,-1.811,-0.925,-1.395,-5.795,-3.331,0.87,0.654,0.397,0.831,4.193,2.749
20010905,-1.523,0.658,1.63,1.292,6.785,4.409,0.396,-0.243,-0.723,-0.769,-4.653,-3.545
20010906,8.897,3.302,4.642,2.387,0.838,0.424,-2.308,-1.237,-2.064,-1.44,-0.616,-0.357
20010907,2.702,0.635,0.054,1.3,0.886,0.597,-0.771,-0.257,-0.026,-0.822,-0.674,-0.518
20010910,-0.918,1.281,1.657,2.361,1.697,1.264,0.28,-0.549,-0.829,-1.547,-1.335,-1.132
20010917,30.499,19.168,14.174,9.309,12.327,10.562,-9.347,-8.14,-7.143,-6.252,-9.759,-9.452
20010918,-11.113,-6.302,-3.321,-3.716,-2.853,-3.215,4.769,3.273,1.973,2.879,2.611,3.297
20010919,0.68,2.132,2.478,1.618,1.508,0.693,-0.263,-1.077,-1.441,-1.216,-1.351,-0.693
20010920,6.735,4.254,4.373,2.356,1.447,0.798,-2.731,-2.24,-2.632,-1.842,-1.34,-0.818
20010921,-6.736,-5.579,-3.827,-3.609,-3.397,-3.134,3.005,3.185,2.51,2.964,3.247,3.326
20010924,-0.672,-1.37,-2.238,0.459,-2.416,-1.922,0.288,0.762,1.45,-0.366,2.278,2.016
20010925,-3.835,-1.522,-1.262,-0.27,-0.301,-0.785,1.427,0.767,0.728,0.204,0.267,0.778
20010926,-2.596,-3.849,-3.087,-3.401,-3,-3.026,0.907,1.832,1.717,2.481,2.586,2.95
20010927,-1.431,-0.949,0.222,-0.403,-0.2,0.345,0.497,0.441,-0.122,0.286,0.169,-0.328
20010928,2.42,1.083,1.378,1.019,1.066,0.948,-0.813,-0.491,-0.733,-0.713,-0.887,-0.895
20011001,-6.714,-3.182,-0.993,-0.761,-0.521,-0.309,2.136,1.377,0.506,0.515,0.421,0.284
20011002,-1.744,-1.189,-0.558,0.142,0.178,0.53,0.543,0.51,0.285,-0.096,-0.144,-0.489
20011003,6.688,5.641,4.448,3.955,3.093,1.815,-2.024,-2.358,-2.209,-2.655,-2.478,-1.65
20011004,1.021,0.827,0.765,0.224,0.257,0.228,-0.303,-0.344,-0.38,-0.149,-0.205,-0.207
20011005,0.732,1.527,1.714,0.583,-0.091,-0.88,-0.222,-0.646,-0.863,-0.391,0.073,0.802
20011008,-3.379,-2.211,-1.577,-0.217,0.018,0.035,1.05,0.956,0.809,0.147,-0.014,-0.032
20011009,-1.694,-1.489,-2.158,-1.051,-0.602,-0.315,0.545,0.659,1.128,0.718,0.489,0.288
20011010,-1.397,-0.426,0.475,1.341,-0.164,0.222,0.453,0.188,-0.247,-0.927,0.134,-0.205
20011011,6.213,6.095,5.647,3.706,2.147,1.902,-1.827,-2.521,-2.783,-2.447,-1.675,-1.691
20011012,8.273,7.626,5.89,3.761,4.226,5.091,-2.415,-3.147,-2.886,-2.466,-3.322,-4.549
20011015,-4.382,-1.913,-0.667,0.391,-1.179,-2.04,1.429,0.86,0.349,-0.268,0.972,1.928
20011016,-8.148,-5.117,-3.832,-2.081,-1.13,-0.441,2.808,2.317,2.018,1.444,0.927,0.41
20011017,5.884,4.077,3.078,1.244,0.112,-0.593,-1.872,-1.755,-1.555,-0.841,-0.09,0.547
20011018,-3.904,-3.35,-3.081,-2.579,-2.328,-2.037,1.323,1.542,1.65,1.826,1.95,1.92
20011019,-2.032,-1.271,-0.725,0.047,0.281,0.726,0.675,0.575,0.381,-0.032,-0.232,-0.677
20011022,-3.72,-1.474,-0.923,-0.239,-0.161,-0.793,1.22,0.661,0.481,0.166,0.133,0.742
20011023,-3.85,-2.343,-2.476,-1.229,-1.55,-1.22,1.167,1.009,1.255,0.823,1.245,1.112
20011024,-5.731,-4.989,-3.163,-2.836,-2.377,-1.601,1.765,2.145,1.577,1.889,1.891,1.45
20011025,2.85,1.223,3.28,2.048,1.38,0.505,-0.839,-0.504,-1.634,-1.345,-1.073,-0.45
20011026,-4.829,-2.878,-2.727,-1.377,-1.408,-0.94,1.347,1.163,1.311,0.891,1.097,0.832
20011029,5.727,1.143,1.832,-0.447,-1.218,-1.572,-1.539,-0.449,-0.857,0.285,0.933,1.375
20011030,1.315,1.267,0.875,0.519,0.296,0.251,-0.389,-0.533,-0.439,-0.346,-0.235,-0.225
20011031,-1.101,0.273,0.121,0.753,0.316,0.504,0.345,-0.121,-0.064,-0.519,-0.256,-0.466
20011101,4.599,4.239,4.716,2.055,1.909,1.606,-1.448,-1.902,-2.497,-1.41,-1.557,-1.493
20011102,-5.453,-2.638,-0.919,-0.402,-0.346,0.191,1.647,1.146,0.479,0.276,0.281,-0.174
20011105,-2.226,-0.879,-0.929,0.034,0.592,0.131,0.638,0.366,0.46,-0.023,-0.474,-0.12
20011106,0.967,1.189,1.013,0.603,0.144,0.839,-0.271,-0.487,-0.497,-0.4,-0.115,-0.757
20011107,-4.509,-1.714,-0.204,0.305,0.202,0.282,1.207,0.673,0.096,-0.196,-0.157,-0.248
20011108,-1.869,-0.54,-0.343,-0.045,0.182,0.645,0.493,0.211,0.162,0.029,-0.142,-0.571
20011109,-6.357,-3.249,-2.763,-1.953,-0.926,-0.529,1.663,1.268,1.306,1.263,0.722,0.471
20011112,-0.367,1.61,1.597,0.944,0.876,0.109,0.092,-0.612,-0.736,-0.599,-0.676,-0.097
20011113,-0.867,-1.849,-1.06,-0.61,-0.83,-0.489,0.259,0.738,0.505,0.395,0.651,0.436
20011114,0.366,-0.954,-1.245,-0.525,-0.082,0.009,-0.097,0.35,0.557,0.326,0.062,-0.008
20011115,-5.937,-4.631,-3.444,-3.362,-3.368,-2.837,1.599,1.693,1.526,2.078,2.541,2.462
20011116,-6.429,-2.419,-2.124,-1.135,-0.89,-0.774,1.648,0.85,0.913,0.679,0.649,0.653
20011119,0.09,-1.832,-1.552,-0.037,0.348,0.13,-0.022,0.637,0.659,0.022,-0.253,-0.11
20011120,-6.019,-2.628,-2.618,-1.614,-2.007,-1.235,1.447,0.912,1.122,0.958,1.452,1.021
20011121,-3.311,-1.007,-0.511,-0.46,-0.505,-0.508,0.781,0.345,0.216,0.272,0.364,0.423
20011123,0.829,3.46,-1.123,-0.28,0.389,0.76,-0.198,-1.228,0.477,0.166,-0.281,-0.634
20011126,-2.599,-0.399,0.233,0.381,0.534,0.306,0.598,0.137,-0.098,-0.224,-0.381,-0.251
20011127,-1.595,-2.988,-0.915,-0.604,-0.701,-0.877,0.366,1.037,0.389,0.357,0.502,0.721
20011128,4.715,2.126,0.991,0.443,-0.006,0.355,-1.098,-0.727,-0.423,-0.263,0.004,-0.292
20011129,-1.171,-0.344,-0.226,0.132,0.269,-0.215,0.299,0.126,0.101,-0.081,-0.199,0.182
20011130,-6.677,-2.178,-2.13,-3.011,-2.495,-1.898,1.569,0.747,0.911,1.801,1.818,1.585
20011203,2.111,0.292,-0.364,0.393,0.635,0.963,-0.473,-0.099,0.154,-0.229,-0.452,-0.791
20011204,0.743,0.652,1.152,1.459,0.783,1.221,-0.183,-0.232,-0.507,-0.872,-0.574,-1.027
20011205,9.502,4.456,3.437,2.693,1.353,0.045,-2.121,-1.49,-1.435,-1.583,-0.973,-0.038
20011206,-3.338,-0.993,-0.879,-0.371,1.925,0.947,0.748,0.323,0.359,0.213,-1.343,-0.774
20011207,-2.167,-2.072,-2.174,-1.083,-0.579,-1.383,0.48,0.676,0.887,0.623,0.414,1.147
20011210,1.279,-1.455,-1.63,0.021,-1.347,-0.247,-0.287,0.486,0.68,-0.012,0.966,0.203
20011211,-4.271,-2.998,-1.949,-1.266,-1.133,-2.006,1.021,1.031,0.827,0.751,0.823,1.692
20011212,-5.515,-2.244,-1.935,0.056,0.237,0.498,1.294,0.757,0.812,-0.033,-0.171,-0.414
20011213,5.295,4.375,3.816,-1.428,-1.298,-0.721,-1.198,-1.457,-1.58,0.853,0.941,0.603
20011214,-3.709,-0.514,-2.073,0.009,0.345,-0.366,0.892,0.179,0.906,-0.005,-0.252,0.309
20011217,-3.16,0.064,-0.934,-0.733,0.517,0.977,0.741,-0.022,0.401,0.442,-0.377,-0.819
20011218,-2.831,-3.109,0.508,-0.129,-1.229,-0.441,0.656,1.058,-0.211,0.076,0.889,0.372
20011219,-2.99,-3.121,-1.129,-0.099,0.236,0.005,0.665,1.03,0.463,0.057,-0.168,-0.004
20011220,-2.794,-0.664,-0.324,0.439,-0.712,-0.27,0.609,0.213,0.131,-0.253,0.505,0.221
20011221,-3.338,-0.772,-1.282,-0.01,0.122,0.211,0.748,0.257,0.535,0.006,-0.087,-0.175
20011224,-4.807,-3.843,-2.554,-0.449,-0.184,0.049,1.003,1.242,1.033,0.262,0.131,-0.041
20011226,-3.881,-1.06,-0.653,0.236,0.47,-0.104,0.816,0.339,0.261,-0.138,-0.335,0.086
20011227,-0.649,-0.432,0.535,-0.745,-0.658,-0.404,0.136,0.138,-0.214,0.437,0.471,0.334
20011228,-2.19,-0.265,-0.485,0.178,0.445,-0.205,0.448,0.085,0.195,-0.104,-0.311,0.168
20011231,0.106,-0.654,0.123,-0.034,0.366,0.325,-0.022,0.21,-0.049,0.02,-0.257,-0.264
20020102,-2.711,-1.18,-0.447,-0.041,-0.057,-0.028,0.591,0.392,0.184,0.024,0.041,0.023
20020103,0.296,0.994,1.644,1.957,1.582,0.792,-0.065,-0.331,-0.676,-1.156,-1.138,-0.656
20020104,-2.079,-1.646,-0.973,-1.247,-0.506,0.363,0.433,0.536,0.397,0.729,0.362,-0.3
20020107,-2.374,-2.104,-1.675,-0.729,-0.626,-0.919,0.472,0.664,0.661,0.42,0.443,0.761
20020108,-3.067,-1.516,-1.703,-2.032,-1.564,-1.519,0.643,0.494,0.683,1.178,1.113,1.258
20020109,-1.432,-2.519,-2.104,-0.842,-1.187,-0.894,0.298,0.82,0.837,0.481,0.836,0.732
20020110,-0.899,0.953,0.542,-0.213,0.536,0.5,0.195,-0.312,-0.217,0.124,-0.381,-0.408
20020111,-3.262,-2.081,-1.381,-0.456,-0.13,-0.124,0.709,0.686,0.553,0.265,0.092,0.101
20020114,-2.582,-0.31,-0.703,-1.567,-1.696,-1.42,0.559,0.103,0.284,0.92,1.222,1.185
20020115,-4.325,-3.291,-1.885,-0.098,-0.129,0.433,1.024,1.142,0.781,0.058,0.092,-0.36
20020116,4.278,1.238,0.346,-1.089,-1.761,-2.005,-0.934,-0.406,-0.137,0.628,1.254,1.664
20020117,-1.237,-2.303,-1.584,-0.237,0.435,0.147,0.288,0.789,0.649,0.139,-0.31,-0.122
20020118,-4.402,-2.536,-2.066,-1.749,-2.124,-1.59,0.982,0.833,0.819,1.012,1.511,1.307
20020122,-4.646,-2.283,-1.671,-0.611,0.053,0.185,1.021,0.743,0.659,0.351,-0.038,-0.151
20020123,-4.561,-3.616,-2.934,-1.496,-1.096,-1.083,1.048,1.216,1.231,0.875,0.791,0.905
20020124,-3.332,-2.686,-2.269,-2.062,-1.788,-1.39,0.709,0.853,0.904,1.172,1.253,1.13
20020125,-2.686,-1.279,-1.084,-1.072,-0.947,-0.978,0.555,0.397,0.423,0.596,0.651,0.783
20020128,-5.884,-3.546,-2.24,-2.271,-1.41,-1.522,1.205,1.097,0.868,1.252,0.96,1.207
20020129,21.473,9.454,4.64,0.173,-0.979,-1.113,-4.337,-2.842,-1.76,-0.094,0.661,0.873
20020130,1.206,-0.399,-1.617,-0.684,-0.779,-0.45,-0.283,0.133,0.664,0.389,0.545,0.364
20020131,-4.392,-2.964,-2.393,-2.481,-1.558,-1.535,0.965,0.93,0.919,1.352,1.046,1.194
20020201,-2.81,-0.923,-0.196,-0.378,-0.402,-0.153,0.569,0.272,0.072,0.197,0.261,0.116
20020204,13.595,6.084,3.767,1.769,0.644,0.051,-2.747,-1.817,-1.401,-0.932,-0.422,-0.039
20020205,0.741,1.054,1.155,0.983,0.83,0.996,-0.173,-0.347,-0.464,-0.55,-0.569,-0.788
20020206,-0.644,0.901,1.215,1.171,0.856,0.453,0.157,-0.305,-0.498,-0.666,-0.595,-0.364
20020207,-6.384,-4.059,-3.148,-1.398,-0.451,-0.287,1.632,1.454,1.361,0.818,0.318,0.233
20020208,2.103,0.543,0.259,0.205,-0.152,-0.332,-0.524,-0.19,-0.109,-0.12,0.108,0.271
20020211,-5.596,-3.502,-2.382,-0.585,-0.661,-0.551,1.264,1.134,0.943,0.326,0.456,0.442
20020212,-5.39,-2.546,-2.316,-2.042,-1.086,-0.672,1.245,0.782,0.88,1.111,0.726,0.521
20020213,-1.209,0.164,0.367,-0.539,-1.218,-1.364,0.259,-0.051,-0.14,0.293,0.816,1.055
20020214,1.522,1.335,0.707,0.495,0.415,0.451,-0.313,-0.39,-0.255,-0.257,-0.27,-0.341
20020215,-0.121,-0.406,-0.157,0.189,-0.25,-0.434,0.026,0.122,0.058,-0.099,0.163,0.331
20020219,-2.725,-1.757,-1.271,-1.167,-0.697,-0.317,0.607,0.549,0.483,0.63,0.463,0.243
20020220,1.388,3.142,2.207,1.114,0.344,1.001,-0.335,-1.057,-0.913,-0.618,-0.234,-0.788
20020221,4.545,0.303,1.112,-1.05,-1.576,-2.041,-0.997,-0.096,-0.433,0.574,1.063,1.605
20020222,-0.946,2.82,2.012,1.812,1.485,1.123,0.224,-0.947,-0.819,-1.014,-1.02,-0.888
20020225,2.963,0.572,0.21,1.332,1.063,1.262,-0.661,-0.184,-0.083,-0.727,-0.716,-0.989
20020226,-3.201,-2.188,-0.657,-0.664,0.604,0.766,0.678,0.687,0.258,0.358,-0.399,-0.588
20020227,-2.601,-0.808,-0.395,-0.556,-0.21,-0.666,0.554,0.258,0.155,0.299,0.14,0.517
20020228,-1.71,-0.794,-0.191,0.318,-0.134,0.364,0.351,0.241,0.072,-0.169,0.089,-0.281
20020301,9.819,6.655,4.574,2.917,1.129,1.198,-2.069,-2.099,-1.785,-1.603,-0.759,-0.931
20020304,11.44,6.674,4.634,2.132,1.61,1.227,-2.217,-1.964,-1.705,-1.118,-1.047,-0.93
20020305,-3.368,-2.379,-1.506,-1.435,-1,-0.763,0.657,0.693,0.545,0.746,0.65,0.571
20020306,4.506,1.935,1.137,1.12,0.109,0.489,-0.872,-0.559,-0.41,-0.579,-0.07,-0.37
20020307,-2.808,0.119,0.527,0.17,0.307,0.368,0.546,-0.034,-0.184,-0.086,-0.192,-0.269
20020308,-3.516,0.255,-0.397,-1.212,-0.112,0.356,0.682,-0.073,0.142,0.619,0.071,-0.262
20020311,-4.357,-1.052,0,-0.552,-0.833,-0.807,0.815,0.298,0,0.277,0.525,0.595
20020312,-3.514,-2.051,-1.65,-0.818,-0.735,-1.189,0.726,0.588,0.586,0.411,0.46,0.871
20020313,-3.525,-1.298,-1.289,-0.494,-0.649,-0.324,0.714,0.369,0.453,0.247,0.405,0.236
20020314,-0.436,-2.25,-1.352,-1.363,-0.24,-0.388,0.087,0.644,0.479,0.702,0.151,0.284
20020315,0.146,1.483,-0.07,-0.185,-1.519,-0.958,-0.029,-0.424,0.025,0.094,0.957,0.7
20020318,-0.066,-0.714,-1.325,0.241,0.086,-0.136,0.012,0.196,0.454,-0.119,-0.053,0.097
20020319,-5.615,-1.677,-0.377,-1.076,-0.969,-0.256,1.092,0.472,0.13,0.537,0.599,0.186
20020320,5.025,0.262,-1.005,-1.533,-2.476,-1.271,-0.926,-0.072,0.344,0.756,1.513,0.911
20020321,-4.323,-3.158,-1.448,-0.79,-0.221,-0.122,0.825,0.887,0.502,0.393,0.136,0.087
20020322,-4.816,-3.642,-2.901,-1.583,-1.359,-0.79,0.892,0.997,0.997,0.783,0.823,0.563
20020325,-0.949,-0.61,-1.226,-2.842,-2.354,-2.195,0.171,0.163,0.414,1.393,1.436,1.561
20020326,-0.805,-0.406,-1.113,0.152,-0.484,0.152,0.153,0.115,0.382,-0.075,0.295,-0.109
20020327,-2.084,-1.639,-0.924,-0.812,-0.611,-1.058,0.38,0.443,0.311,0.393,0.369,0.756
20020328,-3.224,-1.474,-1.555,-0.673,-1.024,-0.802,0.579,0.394,0.512,0.323,0.612,0.565
20020401,-0.16,1.168,1.819,0.049,0.025,-0.481,0.028,-0.305,-0.592,-0.023,-0.015,0.332
20020402,-1.024,-1.106,-0.938,-0.786,0.203,0.522,0.193,0.305,0.32,0.379,-0.121,-0.366
20020403,1.746,1.709,0.811,0.504,0.72,0.523,-0.333,-0.474,-0.278,-0.247,-0.435,-0.373
20020404,-4.204,-1.404,0.672,0.66,0.605,-0.07,0.844,0.405,-0.234,-0.329,-0.374,0.051
20020405,-5.807,-2.986,-2.11,-1.962,-1.732,-1.338,1.143,0.859,0.748,0.996,1.078,0.97
20020408,-2.094,-0.597,-0.46,0.219,-0.334,0.125,0.398,0.169,0.161,-0.11,0.206,-0.09
20020409,-4.45,-2.657,-2.136,-1.696,-0.687,-0.112,0.88,0.764,0.752,0.85,0.422,0.081
20020410,-4.172,-3.377,-2.025,-0.219,0.967,0.222,0.815,0.963,0.708,0.11,-0.601,-0.162
20020411,12.729,8.988,7.334,1.98,1.162,0.952,-2.344,-2.436,-2.461,-0.969,-0.712,-0.682
20020412,-2.437,-3.168,-2.342,0.136,0.031,0.291,0.498,0.955,0.864,-0.071,-0.02,-0.216
20020415,-3.503,-2.803,-2.689,-1.993,-1.396,-1.626,0.677,0.797,0.942,1.007,0.879,1.206
20020416,11.483,5.001,3.421,1.743,-0.099,-1.216,-2.326,-1.451,-1.211,-0.89,0.063,0.898
20020417,-0.21,-0.716,-0.787,-0.612,-0.386,-0.891,0.039,0.191,0.258,0.294,0.23,0.627
20020418,1.526,-0.414,-0.077,0.688,0.297,0.031,-0.289,0.111,0.025,-0.33,-0.178,-0.021
20020419,-6.139,-2.832,-2.656,-2.637,-2.013,-1.602,1.208,0.77,0.883,1.289,1.224,1.136
20020422,5.426,1.703,1.062,0.669,0.976,0.453,-0.987,-0.453,-0.345,-0.318,-0.574,-0.313
20020423,-2.177,-0.397,-1.061,0.238,-0.162,-0.215,0.442,0.113,0.376,-0.118,0.098,0.153
20020424,0.428,0.216,-0.313,-0.463,0.018,-0.307,-0.087,-0.062,0.111,0.233,-0.011,0.219
20020425,-1.74,-0.793,0.03,0.369,0.494,0.341,0.361,0.234,-0.011,-0.187,-0.308,-0.246
20020426,5.541,2.333,3.021,1.044,0.475,0.203,-1.154,-0.695,-1.089,-0.533,-0.299,-0.148
20020429,2.335,0.789,0.854,0.149,-0.182,0.138,-0.508,-0.246,-0.323,-0.079,0.118,-0.103
20020430,-7.59,-4.926,-3.146,-0.909,-0.263,0.132,1.782,1.596,1.228,0.49,0.172,-0.101
20020501,-2.059,-2.117,-1.219,-1.039,0.061,0.405,0.436,0.65,0.458,0.551,-0.04,-0.303
20020502,-2.286,-1.445,-0.67,-0.423,-0.251,-0.278,0.451,0.417,0.239,0.215,0.158,0.205
20020503,-2.606,-3.115,-3.126,-1.179,-0.692,-1.514,0.52,0.915,1.143,0.608,0.436,1.117
20020506,9.057,4.388,2.747,1.395,0.011,0.117,-1.796,-1.275,-0.989,-0.724,-0.007,-0.087
20020507,-3.783,-2.172,-1.73,-1.264,-0.96,-0.522,0.836,0.689,0.669,0.69,0.64,0.4
20020508,21.912,12.465,9.682,5.536,4.631,4.495,-4.757,-3.91,-3.709,-3,-3.075,-3.461
20020509,3.195,0.152,0.166,1.296,0.53,-0.269,-0.643,-0.046,-0.061,-0.664,-0.336,0.199
20020510,5.911,2.89,1.744,0.239,-0.03,0.798,-1.239,-0.893,-0.659,-0.127,0.019,-0.599
20020513,-0.936,0.46,0.278,0.824,1.651,1.067,0.208,-0.151,-0.111,-0.456,-1.112,-0.828
20020514,4.417,1.601,1.192,0.602,0.212,-0.884,-0.987,-0.489,-0.443,-0.319,-0.14,0.673
20020515,-2.694,-1.871,-1.475,-0.966,-0.91,-0.469,0.553,0.529,0.515,0.488,0.571,0.341
20020516,-3.348,-1.605,-1.076,-0.205,-0.252,-0.35,0.699,0.453,0.375,0.103,0.158,0.256
20020517,-2.202,-2.497,-2.457,-1.613,-0.81,-0.556,0.424,0.693,0.846,0.809,0.504,0.401
20020520,4.72,0.9,0.539,0.255,0.88,0.828,-0.873,-0.244,-0.181,-0.125,-0.535,-0.587
20020521,0.227,2.572,2.323,1.513,0.956,0.728,-0.046,-0.733,-0.816,-0.762,-0.6,-0.534
20020522,-3.874,-0.477,-0.747,-0.353,-0.357,-0.33,0.81,0.144,0.278,0.186,0.23,0.247
20020523,0.34,0.798,0.999,-0.123,-0.046,0.335,-0.069,-0.24,-0.368,0.064,0.029,-0.249
20020524,3.63,2.112,1.085,0.195,-0.231,-0.418,-0.681,-0.588,-0.38,-0.099,0.146,0.309
20020528,-3.779,-1.626,-1.462,-0.972,-0.503,-0.048,0.74,0.475,0.535,0.509,0.323,0.036
20020529,-4.656,-0.841,-0.501,-0.416,-0.46,-0.43,0.974,0.253,0.186,0.22,0.301,0.326
20020530,-1.446,0.05,0.211,0.395,0.356,0.306,0.299,-0.015,-0.079,-0.21,-0.234,-0.234
20020531,-4.28,-2.081,-1.227,-0.103,0.339,0.412,0.889,0.637,0.464,0.055,-0.225,-0.318
20020603,17.579,8.062,6.698,2.823,1.214,0.423,-3.553,-2.433,-2.511,-1.517,-0.807,-0.327
20020604,1.184,0.729,0.238,0.169,0.027,0,-0.275,-0.24,-0.096,-0.096,-0.019,0
20020605,-2.095,-2.492,-2.654,-1.596,-1.075,-0.847,0.499,0.834,1.082,0.91,0.748,0.681
20020606,4.694,1.878,0.998,0.09,-0.402,0.336,-1.06,-0.605,-0.395,-0.05,0.275,-0.263
20020607,-5.293,-2.446,-1.626,-0.917,-0.695,-0.553,1.289,0.834,0.673,0.53,0.49,0.445
20020610,-3.044,-1.791,-1.281,-0.667,-0.315,-0.243,0.716,0.601,0.526,0.384,0.221,0.195
20020611,0.794,-0.719,-0.392,-0.401,0.819,0.525,-0.189,0.243,0.161,0.231,-0.568,-0.42
20020612,0.451,0.53,0.573,1.108,1.216,1.352,-0.113,-0.183,-0.24,-0.647,-0.866,-1.11
20020613,0.53,1.358,1.341,1.074,0.826,0.548,-0.129,-0.468,-0.563,-0.632,-0.593,-0.454
20020614,0.37,1.29,0.699,0.56,0.411,0.461,-0.094,-0.46,-0.304,-0.338,-0.302,-0.389
20020617,7.425,7.683,3.512,0.075,0.429,0.736,-1.932,-2.89,-1.559,-0.046,-0.317,-0.626
20020618,-3.458,0.336,-0.166,0.302,-0.311,-0.179,0.888,-0.121,0.072,-0.18,0.222,0.148
20020619,6.141,8.173,5.905,3.007,1.715,1.006,-1.548,-2.785,-2.444,-1.758,-1.223,-0.828
20020620,1.534,2.105,1.35,1.116,0.732,0.52,-0.417,-0.773,-0.599,-0.684,-0.542,-0.442
20020621,-2.949,-5.468,-3.906,-4.081,-2.761,-2.006,0.845,2.152,1.8,2.624,2.093,1.739
20020624,-4.923,-4.214,-1.643,-0.964,-1.584,-0.462,1.39,1.609,0.758,0.607,1.213,0.403
20020625,2.948,0.731,-1.452,-1.313,-1.688,-1.962,-0.814,-0.272,0.66,0.821,1.274,1.701
20020626,-0.399,-0.101,-0.597,-1.067,-1.159,-1.314,0.115,0.039,0.274,0.675,0.882,1.144
20020627,-1.431,-0.349,-0.317,0.009,0.151,0.353,0.417,0.135,0.146,-0.006,-0.114,-0.305
20020628,-5.808,-3.839,-3.121,-2.443,-2.317,-1.643,1.557,1.399,1.369,1.48,1.696,1.38
20020701,1.421,0.261,-0.4,0.269,-0.602,-1.639,-0.364,-0.092,0.171,-0.159,0.431,1.357
20020702,5.566,5.854,2.253,1.186,1.091,1.097,-1.519,-2.147,-0.998,-0.728,-0.803,-0.92
20020703,2.121,2.038,2.165,1.671,1.06,0.998,-0.617,-0.806,-1.015,-1.069,-0.81,-0.869
20020705,15.092,8.331,6.03,3.758,3.708,2.668,-4.52,-3.348,-2.859,-2.435,-2.852,-2.336
20020708,-1.596,-1.342,-1.271,-0.148,-0.499,-0.783,0.426,0.498,0.564,0.089,0.366,0.654
20020709,7.081,4.224,2.835,1.196,0.493,1.192,-1.969,-1.607,-1.286,-0.746,-0.367,-1.004
20020710,11.288,6.701,4.337,0.082,-1.033,-2.711,-3.448,-2.747,-2.094,-0.054,0.803,2.38
20020711,-0.692,0.786,1.305,1.234,-0.957,0.577,0.238,-0.349,-0.67,-0.836,0.766,-0.521
20020712,-5.616,-1.226,-1.122,-2.538,-0.216,-1.377,1.926,0.548,0.582,1.731,0.17,1.236
20020715,-1.066,-2.068,-1.016,2.615,1.849,0.901,0.355,0.926,0.526,-1.753,-1.465,-0.804
20020716,3.528,4.121,2.701,-0.52,-0.39,0.798,-1.268,-1.852,-1.406,0.362,0.317,-0.724
20020717,-4.599,-1.755,-1.099,-0.495,-0.499,-1.14,1.75,0.847,0.605,0.352,0.416,1.07
20020718,-1.513,-3.104,-3.155,-3.184,-4.035,-4.155,0.552,1.474,1.715,2.247,3.335,3.838
20020719,4.559,3.313,1.912,-0.886,-2.203,-2.66,-1.697,-1.551,-1.027,0.625,1.802,2.434
20020722,7.845,4.298,3.001,1.197,0.949,0.559,-3.065,-2.155,-1.701,-0.867,-0.789,-0.52
20020723,2.832,2.32,2.295,1.846,1.145,1.129,-1.228,-1.281,-1.411,-1.399,-0.995,-1.097
20020724,9.713,4.567,4.128,1.074,-0.748,-1.556,-4.43,-2.667,-2.67,-0.85,0.676,1.567
20020725,-2.755,0.377,0.861,1.817,1.125,0.308,1.103,-0.195,-0.5,-1.289,-0.906,-0.276
20020726,-5.761,-2.964,-0.31,-0.829,-1.044,-1.968,2.281,1.556,0.187,0.612,0.862,1.782
20020729,13.902,6.134,5.131,5.002,4.96,5.984,-4.972,-3.04,-2.905,-3.477,-3.924,-5.228
20020730,4.372,2.325,2.154,3.557,3.365,2.836,-1.386,-1.029,-1.096,-2.309,-2.521,-2.384
20020731,1.162,1.358,2.951,2.501,2.142,2.668,-0.364,-0.601,-1.533,-1.677,-1.654,-2.296
20020801,12.613,7.182,5.244,4.178,4.822,4.609,-3.993,-3.215,-2.788,-2.85,-3.753,-4.009
20020802,6.485,6.348,6.077,6.916,6.086,5.71,-2.341,-3.165,-3.55,-5.081,-5.092,-5.304
20020805,2.197,4.046,4.957,2.199,1.375,0.028,-0.886,-2.229,-3.156,-1.771,-1.251,-0.028
20020806,3.731,2.226,1.769,1.364,2.066,2.491,-1.66,-1.348,-1.232,-1.165,-1.972,-2.593
20020807,-4.515,-2.463,-1.069,-0.676,-0.121,-0.202,1.853,1.404,0.706,0.552,0.112,0.205
