date,factor,hump_value,mid_maturity,short_maturity,long_maturity
2012-09-10,gamma2,3.1614079133334176e-05,6m,1m,12m
2012-09-11,gamma2,3.102311932088367e-05,6m,1m,12m
2012-09-12,gamma2,2.0311431714673544e-05,6m,1m,12m
2012-09-13,gamma2,1.338934940528806e-05,6m,1m,12m
2012-09-14,gamma2,3.297293179694922e-05,6m,1m,12m
2012-09-17,gamma2,2.3573909641097004e-05,6m,1m,12m
2012-09-18,gamma2,1.9360600808269083e-05,6m,1m,12m
2012-09-19,gamma2,1.957835983475685e-05,6m,1m,12m
2012-09-20,gamma2,2.1856900352715182e-05,6m,1m,12m
2012-09-21,gamma2,2.3947376363868442e-05,6m,1m,12m
2012-09-24,gamma2,2.2594080052206045e-05,6m,1m,12m
2012-09-25,gamma2,2.824489642521618e-05,6m,1m,12m
2012-09-26,gamma2,2.9106241056142673e-05,6m,1m,12m
2012-09-27,gamma2,1.877727520409414e-05,6m,1m,12m
2012-09-28,gamma2,2.2371914924749735e-05,6m,1m,12m
2012-10-01,gamma2,2.769530317755922e-05,6m,1m,12m
2012-10-02,gamma2,2.2266377063148994e-05,6m,1m,12m
2012-10-03,gamma2,2.221200502402395e-05,6m,1m,12m
2012-10-04,gamma2,1.991657434166333e-05,6m,1m,12m
2012-10-05,gamma2,2.3725412625934123e-05,6m,1m,12m
2012-10-08,gamma2,3.258404815865243e-05,6m,1m,12m
2012-10-09,gamma2,1.517235895460181e-05,6m,1m,12m
2012-10-10,gamma2,1.903355580171837e-05,6m,1m,12m
2012-10-11,gamma2,1.6870961638680655e-05,6m,1m,12m
2012-10-12,gamma2,1.571170357109664e-05,6m,1m,12m
2012-10-15,gamma2,1.4483520820300668e-05,6m,1m,12m
2012-10-16,gamma2,1.607353459627085e-05,6m,1m,12m
2012-10-17,gamma2,1.507221425326773e-05,6m,1m,12m
2012-10-18,gamma2,1.8052897682179343e-05,6m,1m,12m
2012-10-19,gamma2,1.2405091768408577e-05,6m,1m,12m
2012-10-22,gamma2,2.097366803799047e-05,6m,1m,12m
2012-10-23,gamma2,2.9747893631004842e-05,6m,1m,12m
2012-10-24,gamma2,2.6952512514649385e-05,6m,1m,12m
2012-10-25,gamma2,2.2505935446459452e-05,6m,1m,12m
2012-10-26,gamma2,3.4194509133476526e-05,6m,1m,12m
2012-10-31,gamma2,1.962527535934029e-05,6m,1m,12m
2012-11-01,gamma2,2.193759745529371e-05,6m,1m,12m
2012-11-02,gamma2,2.3322842503278234e-05,6m,1m,12m
2012-11-05,gamma2,2.925914783431376e-05,6m,1m,12m
2012-11-06,gamma2,1.703141611721376e-05,6m,1m,12m
2012-11-07,gamma2,2.3567540186589714e-05,6m,1m,12m
2012-11-08,gamma2,2.1312708801641768e-05,6m,1m,12m
2012-11-09,gamma2,2.445952419997893e-05,6m,1m,12m
2012-11-12,gamma2,1.866013747192845e-05,6m,1m,12m
2012-11-13,gamma2,1.9193863547232386e-05,6m,1m,12m
2012-11-14,gamma2,2.5329166969453804e-05,6m,1m,12m
2012-11-15,gamma2,3.023533802786334e-05,6m,1m,12m
2012-11-16,gamma2,2.9103513433918644e-05,6m,1m,12m
2012-11-19,gamma2,2.2224249706473736e-05,6m,1m,12m
2012-11-20,gamma2,1.9476235264528627e-05,6m,1m,12m
2012-11-21,gamma2,1.6621457746864036e-05,6m,1m,12m
2012-11-23,gamma2,2.3768489685007617e-05,6m,1m,12m
2012-11-26,gamma2,2.830563181966502e-05,6m,1m,12m
2012-11-27,gamma2,2.5676092294835802e-05,6m,1m,12m
2012-11-28,gamma2,2.372397435441321e-05,6m,1m,12m
2012-11-29,gamma2,2.6080881840996067e-05,6m,1m,12m
2012-11-30,gamma2,2.032649317183403e-05,6m,1m,12m
2012-12-03,gamma2,1.838838337176691e-05,6m,1m,12m
2012-12-04,gamma2,2.033395273916798e-05,6m,1m,12m
2012-12-05,gamma2,2.7572358640095113e-05,6m,1m,12m
2012-12-06,gamma2,2.4356773620935073e-05,6m,1m,12m
2012-12-07,gamma2,3.301195236807558e-05,6m,1m,12m
2012-12-10,gamma2,2.948094393594084e-05,6m,1m,12m
2012-12-11,gamma2,2.7097592410304868e-05,6m,1m,12m
2012-12-12,gamma2,2.4964569539960604e-05,6m,1m,12m
2012-12-13,gamma2,2.546367375518777e-05,6m,1m,12m
2012-12-14,gamma2,4.046026426109045e-05,6m,1m,12m
2012-12-17,gamma2,3.018944326898273e-05,6m,1m,12m
2012-12-18,gamma2,2.930873273379815e-05,6m,1m,12m
2012-12-19,gamma2,3.24533893306892e-05,6m,1m,12m
2012-12-20,gamma2,2.117860372878193e-05,6m,1m,12m
2012-12-21,gamma2,2.410557490337261e-05,6m,1m,12m
2012-12-24,gamma2,1.615275964228389e-05,6m,1m,12m
2012-12-26,gamma2,3.031715772288853e-05,6m,1m,12m
2012-12-27,gamma2,2.294396044832233e-05,6m,1m,12m
2012-12-28,gamma2,5.235688463289955e-05,6m,1m,12m
2012-12-31,gamma2,1.616833222146385e-05,6m,1m,12m
2013-01-02,gamma2,1.5246558446358475e-05,6m,1m,12m
2013-01-03,gamma2,1.994834697867186e-05,6m,1m,12m
2013-01-04,gamma2,2.3084211707053097e-05,6m,1m,12m
2013-01-07,gamma2,1.9096482455467407e-05,6m,1m,12m
2013-01-08,gamma2,1.81304404249594e-05,6m,1m,12m
2013-01-09,gamma2,1.580585701744799e-05,6m,1m,12m
2013-01-10,gamma2,1.1897650206924336e-05,6m,1m,12m
2013-01-11,gamma2,1.5046836048300964e-05,6m,1m,12m
2013-01-14,gamma2,1.146766598726719e-05,6m,1m,12m
2013-01-15,gamma2,1.4800597974200564e-05,6m,1m,12m
2013-01-16,gamma2,1.1107438548970637e-05,6m,1m,12m
2013-01-17,gamma2,2.0360044235021894e-05,6m,1m,12m
2013-01-18,gamma2,1.2988951594679104e-05,6m,1m,12m
2013-01-22,gamma2,1.8587611884161486e-05,6m,1m,12m
2013-01-23,gamma2,1.7921658586415282e-05,6m,1m,12m
2013-01-24,gamma2,2.0757261010422763e-05,6m,1m,12m
2013-01-25,gamma2,1.6323842074276434e-05,6m,1m,12m
2013-01-28,gamma2,1.623424355445342e-05,6m,1m,12m
2013-01-29,gamma2,1.3146022414077375e-05,6m,1m,12m
2013-01-30,gamma2,1.4050103864945491e-05,6m,1m,12m
2013-01-31,gamma2,1.9159969454966798e-05,6m,1m,12m
2013-02-01,gamma2,1.331080663953152e-05,6m,1m,12m
2013-02-04,gamma2,1.577328874327683e-05,6m,1m,12m
2013-02-05,gamma2,1.0084380113586647e-05,6m,1m,12m
2013-02-06,gamma2,1.097827045841119e-05,6m,1m,12m
2013-02-07,gamma2,8.239465853061603e-06,6m,1m,12m
2013-02-08,gamma2,8.970595525858523e-06,6m,1m,12m
2013-02-11,gamma2,1.092207698304719e-05,6m,1m,12m
2013-02-12,gamma2,8.814039461916877e-06,6m,1m,12m
2013-02-13,gamma2,8.810037246102314e-06,6m,1m,12m
2013-02-14,gamma2,9.88079103250258e-06,6m,1m,12m
2013-02-15,gamma2,8.137041365375894e-06,6m,1m,12m
2013-02-19,gamma2,8.998183340837665e-06,6m,1m,12m
2013-02-20,gamma2,1.7631789691756754e-05,6m,1m,12m
2013-02-21,gamma2,9.993476040519062e-06,6m,1m,12m
2013-02-22,gamma2,7.692601378681516e-06,6m,1m,12m
2013-02-25,gamma2,1.0780229690749376e-05,6m,1m,12m
2013-02-26,gamma2,5.424596860880541e-06,6m,1m,12m
2013-02-27,gamma2,4.9596577867952234e-06,6m,1m,12m
2013-02-28,gamma2,1.6445154217449933e-05,6m,1m,12m
2013-03-01,gamma2,1.2618025333589642e-05,6m,1m,12m
2013-03-04,gamma2,4.3558506972816845e-06,6m,1m,12m
2013-03-05,gamma2,5.59493093475097e-06,6m,1m,12m
2013-03-06,gamma2,1.3727914347949936e-05,6m,1m,12m
2013-03-07,gamma2,1.2911773031131224e-05,6m,1m,12m
2013-03-08,gamma2,1.7853830432294998e-05,6m,1m,12m
2013-03-11,gamma2,1.3464007348049644e-05,6m,1m,12m
2013-03-12,gamma2,1.0043919444516615e-05,6m,1m,12m
2013-03-13,gamma2,8.06188069752093e-06,6m,1m,12m
2013-03-14,gamma2,1.131051154509162e-05,6m,1m,12m
2013-03-15,gamma2,1.325431694803303e-05,6m,1m,12m
2013-03-18,gamma2,1.0477426656126353e-05,6m,1m,12m
2013-03-19,gamma2,7.168418322973158e-06,6m,1m,12m
2013-03-20,gamma2,7.2362802375862364e-06,6m,1m,12m
2013-03-21,gamma2,4.581072297733646e-06,6m,1m,12m
2013-03-22,gamma2,5.734796406811485e-06,6m,1m,12m
2013-03-25,gamma2,1.693413907294278e-05,6m,1m,12m
2013-03-26,gamma2,2.1268623217219673e-05,6m,1m,12m
2013-03-27,gamma2,2.565149119670244e-05,6m,1m,12m
2013-03-28,gamma2,1.9483502945070996e-05,6m,1m,12m
2013-04-01,gamma2,1.1065616998499633e-05,6m,1m,12m
2013-04-02,gamma2,1.224841729693322e-05,6m,1m,12m
2013-04-03,gamma2,1.5938120346099645e-05,6m,1m,12m
2013-04-04,gamma2,1.2915319398101907e-05,6m,1m,12m
2013-04-05,gamma2,1.43229869852335e-05,6m,1m,12m
2013-04-08,gamma2,7.831939699303495e-06,6m,1m,12m
2013-04-09,gamma2,1.3223325064260643e-05,6m,1m,12m
2013-04-10,gamma2,1.919534614611413e-05,6m,1m,12m
2013-04-11,gamma2,2.2958635482178692e-05,6m,1m,12m
2013-04-12,gamma2,1.5555891563492348e-05,6m,1m,12m
2013-04-15,gamma2,1.9738761204823823e-05,6m,1m,12m
2013-04-16,gamma2,1.0942207891260685e-05,6m,1m,12m
2013-04-17,gamma2,1.4352309341280148e-05,6m,1m,12m
2013-04-18,gamma2,1.2418082926871352e-05,6m,1m,12m
2013-04-19,gamma2,1.3923351305368243e-05,6m,1m,12m
2013-04-22,gamma2,7.4631517016182925e-06,6m,1m,12m
2013-04-23,gamma2,9.40634370169837e-06,6m,1m,12m
2013-04-24,gamma2,8.131040127893395e-06,6m,1m,12m
2013-04-25,gamma2,1.2482918361523147e-05,6m,1m,12m
2013-04-26,gamma2,1.313938240375266e-05,6m,1m,12m
2013-04-29,gamma2,1.2405394861238024e-05,6m,1m,12m
2013-04-30,gamma2,9.671753379156607e-06,6m,1m,12m
2013-05-01,gamma2,1.6073949026836863e-05,6m,1m,12m
2013-05-02,gamma2,7.361102523697077e-06,6m,1m,12m
2013-05-03,gamma2,1.727472692214466e-05,6m,1m,12m
2013-05-06,gamma2,1.701880589590555e-05,6m,1m,12m
2013-05-07,gamma2,6.785837327054051e-06,6m,1m,12m
2013-05-08,gamma2,1.7642604075964134e-05,6m,1m,12m
2013-05-09,gamma2,1.4173775012882234e-05,6m,1m,12m
2013-05-10,gamma2,1.2419876700293566e-05,6m,1m,12m
2013-05-13,gamma2,9.511275021242004e-06,6m,1m,12m
2013-05-14,gamma2,1.2220543341288599e-05,6m,1m,12m
2013-05-15,gamma2,5.1391979462950544e-06,6m,1m,12m
2013-05-16,gamma2,1.541264018316149e-05,6m,1m,12m
2013-05-17,gamma2,1.1011541737305541e-05,6m,1m,12m
2013-05-20,gamma2,1.0342313140116434e-05,6m,1m,12m
2013-05-21,gamma2,7.990024305766055e-06,6m,1m,12m
2013-05-22,gamma2,1.1699329578819594e-05,6m,1m,12m
2013-05-23,gamma2,1.3787061993294133e-05,6m,1m,12m
2013-05-24,gamma2,5.476832800967761e-06,6m,1m,12m
2013-05-28,gamma2,1.4752298689339233e-05,6m,1m,12m
2013-05-29,gamma2,9.8151262223648e-06,6m,1m,12m
2013-05-30,gamma2,8.883219223509786e-06,6m,1m,12m
2013-05-31,gamma2,4.303585064879674e-06,6m,1m,12m
2013-06-03,gamma2,7.124940608925026e-06,6m,1m,12m
2013-06-04,gamma2,2.0473338517740864e-06,6m,1m,12m
2013-06-05,gamma2,3.257281525803797e-06,6m,1m,12m
2013-06-06,gamma2,8.752501038730143e-07,6m,1m,12m
2013-06-07,gamma2,2.4545601521272612e-06,6m,1m,12m
2013-06-10,gamma2,9.732458658052374e-06,6m,1m,12m
2013-06-11,gamma2,-1.8331940483827952e-06,6m,1m,12m
2013-06-12,gamma2,3.3074504642499755e-06,6m,1m,12m
2013-06-13,gamma2,-4.0529469232787355e-06,6m,1m,12m
2013-06-14,gamma2,-3.036890690031377e-06,6m,1m,12m
2013-06-17,gamma2,-5.87233075638581e-06,6m,1m,12m
2013-06-18,gamma2,6.527984252436066e-06,6m,1m,12m
2013-06-19,gamma2,6.945312036109809e-06,6m,1m,12m
2013-06-20,gamma2,7.595931361766885e-06,6m,1m,12m
2013-06-21,gamma2,9.904511256705993e-06,6m,1m,12m
2013-06-24,gamma2,2.2651979997262376e-06,6m,1m,12m
2013-06-25,gamma2,6.195583158276791e-07,6m,1m,12m
2013-06-26,gamma2,1.9031398019864591e-06,6m,1m,12m
2013-06-27,gamma2,-6.5333314295608495e-06,6m,1m,12m
2013-06-28,gamma2,1.4865620117451508e-06,6m,1m,12m
2013-07-01,gamma2,5.232510930796734e-06,6m,1m,12m
2013-07-02,gamma2,6.053829674309271e-06,6m,1m,12m
2013-07-03,gamma2,1.969160899902209e-06,6m,1m,12m
2013-07-05,gamma2,7.193743865756144e-06,6m,1m,12m
2013-07-08,gamma2,1.5472622209827996e-05,6m,1m,12m
2013-07-09,gamma2,1.8731049127599494e-05,6m,1m,12m
2013-07-10,gamma2,1.5350668718696124e-05,6m,1m,12m
2013-07-11,gamma2,1.2724547187712417e-05,6m,1m,12m
2013-07-12,gamma2,1.4538519936804022e-05,6m,1m,12m
2013-07-15,gamma2,1.4227115809711953e-05,6m,1m,12m
2013-07-16,gamma2,1.0139820765749792e-05,6m,1m,12m
2013-07-17,gamma2,1.2488338198697776e-05,6m,1m,12m
2013-07-18,gamma2,1.874343286293092e-05,6m,1m,12m
2013-07-19,gamma2,1.6433157388787326e-05,6m,1m,12m
2013-07-22,gamma2,2.21236614292657e-05,6m,1m,12m
2013-07-23,gamma2,1.0703072253514745e-05,6m,1m,12m
2013-07-24,gamma2,5.7130985910826146e-06,6m,1m,12m
2013-07-25,gamma2,1.1603491230402977e-05,6m,1m,12m
2013-07-26,gamma2,1.3591695869634568e-05,6m,1m,12m
2013-07-29,gamma2,7.896920962486723e-07,6m,1m,12m
2013-07-30,gamma2,1.9552164329293157e-06,6m,1m,12m
2013-07-31,gamma2,1.5041742514307367e-05,6m,1m,12m
2013-08-01,gamma2,1.1527720532730733e-05,6m,1m,12m
2013-08-02,gamma2,9.828488880747394e-06,6m,1m,12m
2013-08-05,gamma2,1.7168007868510475e-05,6m,1m,12m
2013-08-06,gamma2,9.605463228190844e-06,6m,1m,12m
2013-08-07,gamma2,9.577694659083768e-06,6m,1m,12m
2013-08-08,gamma2,8.90597859787397e-06,6m,1m,12m
2013-08-09,gamma2,5.599392275405261e-06,6m,1m,12m
2013-08-12,gamma2,4.917228490912297e-06,6m,1m,12m
2013-08-13,gamma2,8.791827057232957e-06,6m,1m,12m
2013-08-14,gamma2,4.049893767065609e-06,6m,1m,12m
2013-08-15,gamma2,2.524913430689075e-06,6m,1m,12m
2013-08-16,gamma2,4.747486005942878e-06,6m,1m,12m
2013-08-19,gamma2,2.4265257372363765e-06,6m,1m,12m
2013-08-20,gamma2,3.831097960808901e-06,6m,1m,12m
2013-08-21,gamma2,-3.7184226614231986e-06,6m,1m,12m
2013-08-22,gamma2,2.2730160336552364e-06,6m,1m,12m
2013-08-23,gamma2,3.362768691750095e-06,6m,1m,12m
2013-08-26,gamma2,8.936172205564435e-06,6m,1m,12m
2013-08-27,gamma2,4.179322100623768e-06,6m,1m,12m
2013-08-28,gamma2,7.105618426400273e-06,6m,1m,12m
2013-08-29,gamma2,1.6613476959457486e-05,6m,1m,12m
2013-08-30,gamma2,8.878209225081052e-06,6m,1m,12m
2013-09-03,gamma2,3.8879383959969156e-06,6m,1m,12m
2013-09-04,gamma2,1.2673020900115416e-05,6m,1m,12m
2013-09-05,gamma2,1.2902418423759683e-05,6m,1m,12m
2013-09-06,gamma2,1.5400940490181707e-05,6m,1m,12m
2013-09-09,gamma2,6.097166435349948e-06,6m,1m,12m
2013-09-10,gamma2,8.980432936078587e-06,6m,1m,12m
2013-09-11,gamma2,1.1050494862796378e-05,6m,1m,12m
2013-09-12,gamma2,1.2703446521922703e-05,6m,1m,12m
2013-09-13,gamma2,1.5551209554320952e-05,6m,1m,12m
2013-09-16,gamma2,1.895031414354452e-05,6m,1m,12m
2013-09-17,gamma2,2.0053756821747266e-05,6m,1m,12m
2013-09-18,gamma2,2.2082026826909105e-05,6m,1m,12m
2013-09-19,gamma2,2.2828272436376358e-05,6m,1m,12m
2013-09-20,gamma2,1.6193946638617916e-05,6m,1m,12m
2013-09-23,gamma2,1.797612981409238e-05,6m,1m,12m
2013-09-24,gamma2,2.141924427210018e-05,6m,1m,12m
2013-09-25,gamma2,4.267577927298828e-05,6m,1m,12m
2013-09-26,gamma2,3.4477670451919245e-05,6m,1m,12m
2013-09-27,gamma2,3.102812487749723e-05,6m,1m,12m
2013-09-30,gamma2,2.879022992272799e-05,6m,1m,12m
2013-10-01,gamma2,2.5497167664892532e-05,6m,1m,12m
2013-10-02,gamma2,2.037054297616331e-05,6m,1m,12m
2013-10-03,gamma2,2.2769125573592077e-05,6m,1m,12m
2013-10-04,gamma2,1.68463817642959e-05,6m,1m,12m
2013-10-07,gamma2,1.6712124109372487e-05,6m,1m,12m
2013-10-08,gamma2,1.562290495597227e-05,6m,1m,12m
2013-10-09,gamma2,1.1959894818862755e-05,6m,1m,12m
2013-10-10,gamma2,1.7637112146381344e-05,6m,1m,12m
2013-10-11,gamma2,1.3015834398551134e-05,6m,1m,12m
2013-10-14,gamma2,1.0466394233965754e-05,6m,1m,12m
2013-10-15,gamma2,1.0160543145747761e-05,6m,1m,12m
2013-10-16,gamma2,8.960990510847963e-06,6m,1m,12m
2013-10-17,gamma2,9.141046058924701e-06,6m,1m,12m
2013-10-18,gamma2,1.0325253407938497e-05,6m,1m,12m
2013-10-21,gamma2,9.476702456057671e-06,6m,1m,12m
2013-10-22,gamma2,1.3058745150096126e-05,6m,1m,12m
2013-10-23,gamma2,1.284449974681943e-05,6m,1m,12m
2013-10-24,gamma2,1.4696755493166509e-05,6m,1m,12m
2013-10-25,gamma2,1.1742941728410509e-05,6m,1m,12m
2013-10-28,gamma2,1.3304542326897859e-05,6m,1m,12m
2013-10-29,gamma2,1.5560348742853934e-05,6m,1m,12m
2013-10-30,gamma2,1.65189462456185e-05,6m,1m,12m
2013-10-31,gamma2,1.49592936887727e-05,6m,1m,12m
2013-11-01,gamma2,1.4092819480805102e-05,6m,1m,12m
2013-11-04,gamma2,1.011415683565519e-05,6m,1m,12m
2013-11-05,gamma2,1.5966338479549316e-05,6m,1m,12m
2013-11-06,gamma2,9.034829111312452e-06,6m,1m,12m
2013-11-07,gamma2,1.3879353445111919e-05,6m,1m,12m
2013-11-08,gamma2,1.1434518130481935e-05,6m,1m,12m
2013-11-11,gamma2,9.61680689997744e-06,6m,1m,12m
2013-11-12,gamma2,7.498500695138645e-06,6m,1m,12m
2013-11-13,gamma2,6.115384536010289e-06,6m,1m,12m
2013-11-14,gamma2,6.602070551193864e-06,6m,1m,12m
2013-11-15,gamma2,7.617719225567893e-06,6m,1m,12m
2013-11-18,gamma2,9.02055496034554e-06,6m,1m,12m
2013-11-19,gamma2,8.996946656636506e-06,6m,1m,12m
2013-11-20,gamma2,7.575201059327654e-06,6m,1m,12m
2013-11-21,gamma2,7.329288151892917e-06,6m,1m,12m
2013-11-22,gamma2,6.467584740709357e-06,6m,1m,12m
2013-11-25,gamma2,9.53447026096537e-06,6m,1m,12m
2013-11-26,gamma2,9.609539897009717e-06,6m,1m,12m
2013-11-27,gamma2,1.0315137187286423e-05,6m,1m,12m
2013-11-29,gamma2,7.34698319507355e-06,6m,1m,12m
2013-12-02,gamma2,4.685732952280882e-06,6m,1m,12m
2013-12-03,gamma2,7.41925324858365e-06,6m,1m,12m
2013-12-04,gamma2,7.12648173446238e-06,6m,1m,12m
2013-12-05,gamma2,6.75240771364859e-06,6m,1m,12m
2013-12-06,gamma2,8.140990140850457e-06,6m,1m,12m
2013-12-09,gamma2,8.378399594077957e-06,6m,1m,12m
2013-12-10,gamma2,1.921770663311432e-05,6m,1m,12m
2013-12-11,gamma2,2.2243495299758862e-05,6m,1m,12m
2013-12-12,gamma2,1.9146162745168547e-05,6m,1m,12m
2013-12-13,gamma2,9.654325327898334e-06,6m,1m,12m
2013-12-16,gamma2,2.081346982997236e-06,6m,1m,12m
2013-12-17,gamma2,7.343309563510952e-06,6m,1m,12m
2013-12-18,gamma2,6.560901083903024e-06,6m,1m,12m
2013-12-19,gamma2,5.592414377526689e-06,6m,1m,12m
2013-12-20,gamma2,9.60083237268327e-06,6m,1m,12m
2013-12-23,gamma2,5.402772493186425e-06,6m,1m,12m
2013-12-24,gamma2,6.3701353076813055e-06,6m,1m,12m
2013-12-26,gamma2,1.0724636658728738e-05,6m,1m,12m
2013-12-27,gamma2,9.321048355621895e-06,6m,1m,12m
2013-12-30,gamma2,1.4132480767779065e-05,6m,1m,12m
2013-12-31,gamma2,1.8362533526495144e-05,6m,1m,12m
2014-01-02,gamma2,1.2819396935103873e-05,6m,1m,12m
2014-01-03,gamma2,1.255701414985561e-05,6m,1m,12m
2014-01-06,gamma2,1.0770835511488666e-05,6m,1m,12m
2014-01-07,gamma2,1.0892437298003628e-05,6m,1m,12m
2014-01-08,gamma2,1.01763622240292e-05,6m,1m,12m
2014-01-09,gamma2,9.89918635786836e-06,6m,1m,12m
2014-01-10,gamma2,7.962567266390028e-06,6m,1m,12m
2014-01-13,gamma2,3.2318553915104623e-06,6m,1m,12m
2014-01-14,gamma2,4.0255696259412775e-06,6m,1m,12m
2014-01-15,gamma2,4.40732932091767e-06,6m,1m,12m
2014-01-16,gamma2,3.9506771482082785e-06,6m,1m,12m
2014-01-17,gamma2,1.953057016283596e-06,6m,1m,12m
2014-01-21,gamma2,3.257079718857802e-06,6m,1m,12m
2014-01-22,gamma2,1.6698998858549027e-06,6m,1m,12m
2014-01-23,gamma2,1.8852380785493763e-06,6m,1m,12m
2014-01-24,gamma2,1.008769810885341e-06,6m,1m,12m
2014-01-27,gamma2,1.2486073869500417e-05,6m,1m,12m
2014-01-28,gamma2,5.912408622418494e-06,6m,1m,12m
2014-01-29,gamma2,5.191412607394086e-06,6m,1m,12m
2014-01-30,gamma2,4.856985720861865e-06,6m,1m,12m
2014-01-31,gamma2,2.1299149896974564e-05,6m,1m,12m
2014-02-03,gamma2,7.039431773761003e-06,6m,1m,12m
2014-02-04,gamma2,1.6118407539501675e-05,6m,1m,12m
2014-02-05,gamma2,4.561623362808045e-06,6m,1m,12m
2014-02-06,gamma2,8.834434772791872e-06,6m,1m,12m
2014-02-07,gamma2,6.363024669686203e-06,6m,1m,12m
2014-02-10,gamma2,8.71643263220844e-06,6m,1m,12m
2014-02-11,gamma2,7.78510149815667e-06,6m,1m,12m
2014-02-12,gamma2,2.440045221327795e-06,6m,1m,12m
2014-02-13,gamma2,6.435367880228996e-06,6m,1m,12m
2014-02-14,gamma2,6.386455896859717e-06,6m,1m,12m
2014-02-18,gamma2,8.351457886155693e-06,6m,1m,12m
2014-02-19,gamma2,1.0064627610137104e-05,6m,1m,12m
2014-02-20,gamma2,7.719479585459494e-06,6m,1m,12m
2014-02-21,gamma2,9.013047758566033e-06,6m,1m,12m
2014-02-24,gamma2,1.0510230147014677e-05,6m,1m,12m
2014-02-25,gamma2,1.099634871035378e-05,6m,1m,12m
2014-02-26,gamma2,1.407815227422506e-05,6m,1m,12m
2014-02-27,gamma2,1.450874727054971e-05,6m,1m,12m
2014-02-28,gamma2,1.1860585148108929e-05,6m,1m,12m
2014-03-03,gamma2,1.0244826806926074e-05,6m,1m,12m
2014-03-04,gamma2,7.855056524460932e-06,6m,1m,12m
2014-03-05,gamma2,1.1265466531781263e-05,6m,1m,12m
2014-03-06,gamma2,4.169389794782212e-06,6m,1m,12m
2014-03-07,gamma2,7.403406408075497e-06,6m,1m,12m
2014-03-10,gamma2,6.127518304638206e-06,6m,1m,12m
2014-03-11,gamma2,7.288796963761451e-06,6m,1m,12m
2014-03-12,gamma2,1.2894118422211936e-05,6m,1m,12m
2014-03-13,gamma2,5.244253201836777e-06,6m,1m,12m
2014-03-14,gamma2,2.465024659013549e-06,6m,1m,12m
2014-03-17,gamma2,7.987209695275953e-06,6m,1m,12m
2014-03-18,gamma2,1.0332022395460009e-05,6m,1m,12m
2014-03-19,gamma2,1.5917208723202327e-05,6m,1m,12m
2014-03-20,gamma2,1.3528648487173318e-05,6m,1m,12m
2014-03-21,gamma2,1.2298049470275066e-05,6m,1m,12m
2014-03-24,gamma2,1.2807172770627895e-05,6m,1m,12m
2014-03-25,gamma2,1.1635731321427276e-05,6m,1m,12m
2014-03-26,gamma2,1.5384644212133268e-05,6m,1m,12m
2014-03-27,gamma2,1.5199407894599842e-05,6m,1m,12m
2014-03-28,gamma2,1.5345514109224684e-05,6m,1m,12m
2014-03-31,gamma2,1.3080236170926003e-05,6m,1m,12m
2014-04-01,gamma2,1.3342623917521751e-05,6m,1m,12m
2014-04-02,gamma2,1.4078083117414572e-05,6m,1m,12m
2014-04-03,gamma2,1.443394627685629e-05,6m,1m,12m
2014-04-04,gamma2,1.6499110321708436e-05,6m,1m,12m
2014-04-07,gamma2,1.4940127829151421e-05,6m,1m,12m
2014-04-08,gamma2,1.520673341141109e-05,6m,1m,12m
2014-04-09,gamma2,1.5270168547551646e-05,6m,1m,12m
2014-04-10,gamma2,2.0555816552288637e-05,6m,1m,12m
2014-04-11,gamma2,2.895263347935708e-05,6m,1m,12m
2014-04-14,gamma2,2.2323160985483126e-05,6m,1m,12m
2014-04-15,gamma2,2.006077711225054e-05,6m,1m,12m
2014-04-16,gamma2,1.625295801040483e-05,6m,1m,12m
2014-04-17,gamma2,1.5496449706455335e-05,6m,1m,12m
2014-04-21,gamma2,1.1978460145263755e-05,6m,1m,12m
2014-04-22,gamma2,1.3195978785999609e-05,6m,1m,12m
2014-04-23,gamma2,1.2389310062752044e-05,6m,1m,12m
2014-04-24,gamma2,1.1907943062351785e-05,6m,1m,12m
2014-04-25,gamma2,1.2988527724435042e-05,6m,1m,12m
2014-04-28,gamma2,1.0601264993781586e-05,6m,1m,12m
2014-04-29,gamma2,1.1149739513695934e-05,6m,1m,12m
2014-04-30,gamma2,8.709403394781941e-06,6m,1m,12m
2014-05-01,gamma2,7.2604311073660515e-06,6m,1m,12m
2014-05-02,gamma2,7.142855284145864e-06,6m,1m,12m
2014-05-05,gamma2,6.670996064758292e-06,6m,1m,12m
2014-05-06,gamma2,4.416892822500701e-06,6m,1m,12m
2014-05-07,gamma2,6.284877011406803e-06,6m,1m,12m
2014-05-08,gamma2,6.034829878447123e-06,6m,1m,12m
2014-05-09,gamma2,5.949613331360279e-06,6m,1m,12m
2014-05-12,gamma2,1.2607985483261945e-05,6m,1m,12m
2014-05-13,gamma2,1.4407379597181758e-05,6m,1m,12m
2014-05-14,gamma2,1.0504944179240764e-05,6m,1m,12m
2014-05-15,gamma2,8.122204285740694e-06,6m,1m,12m
2014-05-16,gamma2,8.289348632605474e-06,6m,1m,12m
2014-05-19,gamma2,8.315316429622902e-06,6m,1m,12m
2014-05-20,gamma2,7.786761790438148e-06,6m,1m,12m
2014-05-21,gamma2,7.2799109431811684e-06,6m,1m,12m
2014-05-22,gamma2,1.7545497021012375e-05,6m,1m,12m
2014-05-23,gamma2,1.1915102352556555e-05,6m,1m,12m
2014-05-27,gamma2,5.837649515157842e-06,6m,1m,12m
