date,factor,long_maturity,short_maturity,spread,spread_label
2000-07-14,gamma0,12m,1m,0.023272582597138353,gamma0__12m__1m
2000-07-14,gamma0,12m,6m,0.012014425800270512,gamma0__12m__6m
2000-07-17,gamma0,12m,6m,0.008707660524146565,gamma0__12m__6m
2000-07-18,gamma0,12m,6m,0.01074063593647373,gamma0__12m__6m
2000-07-19,gamma0,6m,1m,0.019074195315059467,gamma0__6m__1m
2000-07-19,gamma0,12m,1m,0.02896624067662537,gamma0__12m__1m
2000-07-19,gamma0,12m,6m,0.009892045361565904,gamma0__12m__6m
2000-07-20,gamma0,6m,1m,0.021339551543443608,gamma0__6m__1m
2000-07-20,gamma0,12m,1m,0.032182479443081974,gamma0__12m__1m
2000-07-20,gamma0,12m,6m,0.010842927899638366,gamma0__12m__6m
2000-07-21,gamma0,6m,1m,0.02080474750252309,gamma0__6m__1m
2000-07-21,gamma0,12m,1m,0.03316171215360186,gamma0__12m__1m
2000-07-21,gamma0,12m,6m,0.012356964651078772,gamma0__12m__6m
2000-07-24,gamma0,6m,1m,0.014953794565448764,gamma0__6m__1m
2000-07-24,gamma0,12m,1m,0.025867157686017578,gamma0__12m__1m
2000-07-24,gamma0,12m,6m,0.010913363120568814,gamma0__12m__6m
2000-07-25,gamma0,6m,1m,0.01549266977642283,gamma0__6m__1m
2000-07-25,gamma0,12m,1m,0.028694491667074273,gamma0__12m__1m
2000-07-25,gamma0,12m,6m,0.013201821890651444,gamma0__12m__6m
2000-07-26,gamma0,6m,1m,0.01547088595408111,gamma0__6m__1m
2000-07-26,gamma0,12m,1m,0.026240762162988318,gamma0__12m__1m
2000-07-26,gamma0,12m,6m,0.010769876208907209,gamma0__12m__6m
2000-07-27,gamma0,6m,1m,0.017039794593360524,gamma0__6m__1m
2000-07-27,gamma0,12m,1m,0.030778739311985187,gamma0__12m__1m
2000-07-27,gamma0,12m,6m,0.013738944718624663,gamma0__12m__6m
2000-07-28,gamma0,6m,1m,0.011802243183185873,gamma0__6m__1m
2000-07-28,gamma0,12m,1m,0.023827588417399237,gamma0__12m__1m
2000-07-28,gamma0,12m,6m,0.012025345234213364,gamma0__12m__6m
2000-07-31,gamma0,6m,1m,0.007082389105917186,gamma0__6m__1m
2000-07-31,gamma0,12m,1m,0.020857022436573086,gamma0__12m__1m
2000-07-31,gamma0,12m,6m,0.0137746333306559,gamma0__12m__6m
2000-08-01,gamma0,6m,1m,0.010870102877528043,gamma0__6m__1m
2000-08-01,gamma0,12m,1m,0.025143786750235736,gamma0__12m__1m
2000-08-01,gamma0,12m,6m,0.014273683872707693,gamma0__12m__6m
2000-08-02,gamma0,6m,1m,0.011106903215064884,gamma0__6m__1m
2000-08-02,gamma0,12m,1m,0.024531607140096973,gamma0__12m__1m
2000-08-02,gamma0,12m,6m,0.013424703925032089,gamma0__12m__6m
2000-08-03,gamma0,6m,1m,0.011572431084719698,gamma0__6m__1m
2000-08-03,gamma0,12m,1m,0.0263563217634101,gamma0__12m__1m
2000-08-03,gamma0,12m,6m,0.014783890678690403,gamma0__12m__6m
2000-08-04,gamma0,6m,1m,0.017277913808532164,gamma0__6m__1m
2000-08-04,gamma0,12m,1m,0.032754240165518395,gamma0__12m__1m
2000-08-04,gamma0,12m,6m,0.01547632635698623,gamma0__12m__6m
2000-08-07,gamma0,6m,1m,0.011751668990689107,gamma0__6m__1m
2000-08-07,gamma0,12m,1m,0.026907821791426395,gamma0__12m__1m
2000-08-07,gamma0,12m,6m,0.015156152800737288,gamma0__12m__6m
2000-08-08,gamma0,6m,1m,0.014077428931877578,gamma0__6m__1m
2000-08-08,gamma0,12m,1m,0.029034849130153084,gamma0__12m__1m
2000-08-08,gamma0,12m,6m,0.014957420198275506,gamma0__12m__6m
2000-08-09,gamma0,6m,1m,0.011960145908642666,gamma0__6m__1m
2000-08-09,gamma0,12m,1m,0.027276028669544344,gamma0__12m__1m
2000-08-09,gamma0,12m,6m,0.015315882760901678,gamma0__12m__6m
2000-08-10,gamma0,6m,1m,0.014492390096747854,gamma0__6m__1m
2000-08-10,gamma0,12m,1m,0.027315901642858825,gamma0__12m__1m
2000-08-10,gamma0,12m,6m,0.012823511546110972,gamma0__12m__6m
2000-08-11,gamma0,6m,1m,0.01869063234416224,gamma0__6m__1m
2000-08-11,gamma0,12m,1m,0.034053357064335904,gamma0__12m__1m
2000-08-11,gamma0,12m,6m,0.015362724720173665,gamma0__12m__6m
2000-08-14,gamma0,12m,6m,0.016644603356308962,gamma0__12m__6m
2000-08-15,gamma0,12m,6m,0.014698182946995486,gamma0__12m__6m
2000-08-16,gamma0,6m,1m,0.021872473783537183,gamma0__6m__1m
2000-08-16,gamma0,12m,1m,0.03563066785008656,gamma0__12m__1m
2000-08-16,gamma0,12m,6m,0.013758194066549378,gamma0__12m__6m
2000-08-17,gamma0,6m,1m,0.021074984627672988,gamma0__6m__1m
2000-08-17,gamma0,12m,1m,0.03606544443223317,gamma0__12m__1m
2000-08-17,gamma0,12m,6m,0.01499045980456018,gamma0__12m__6m
2000-08-18,gamma0,6m,1m,0.024942098709133415,gamma0__6m__1m
2000-08-18,gamma0,12m,1m,0.04013979839842721,gamma0__12m__1m
2000-08-18,gamma0,12m,6m,0.015197699689293798,gamma0__12m__6m
2000-08-21,gamma0,6m,1m,0.021435817386366463,gamma0__6m__1m
2000-08-21,gamma0,12m,1m,0.035880348149218644,gamma0__12m__1m
2000-08-21,gamma0,12m,6m,0.014444530762852181,gamma0__12m__6m
2000-08-22,gamma0,6m,1m,0.02013400721134312,gamma0__6m__1m
2000-08-22,gamma0,12m,1m,0.03364373939402418,gamma0__12m__1m
2000-08-22,gamma0,12m,6m,0.013509732182681061,gamma0__12m__6m
2000-08-23,gamma0,6m,1m,0.015259925199949537,gamma0__6m__1m
2000-08-23,gamma0,12m,1m,0.028353879685963562,gamma0__12m__1m
2000-08-23,gamma0,12m,6m,0.013093954486014026,gamma0__12m__6m
2000-08-24,gamma0,6m,1m,0.017832255345408526,gamma0__6m__1m
2000-08-24,gamma0,12m,1m,0.031564229939728294,gamma0__12m__1m
2000-08-24,gamma0,12m,6m,0.013731974594319768,gamma0__12m__6m
2000-08-25,gamma0,6m,1m,0.020077517953742297,gamma0__6m__1m
2000-08-25,gamma0,12m,1m,0.03429934551626265,gamma0__12m__1m
2000-08-25,gamma0,12m,6m,0.014221827562520356,gamma0__12m__6m
2000-08-28,gamma0,6m,1m,0.014684599439199059,gamma0__6m__1m
2000-08-28,gamma0,12m,1m,0.02905831475427237,gamma0__12m__1m
2000-08-28,gamma0,12m,6m,0.01437371531507331,gamma0__12m__6m
2000-08-29,gamma0,6m,1m,0.015822734690974977,gamma0__6m__1m
2000-08-29,gamma0,12m,1m,0.029973867518499453,gamma0__12m__1m
2000-08-29,gamma0,12m,6m,0.014151132827524476,gamma0__12m__6m
2000-08-30,gamma0,6m,1m,0.006094211412468659,gamma0__6m__1m
2000-08-30,gamma0,12m,1m,0.018505323952557717,gamma0__12m__1m
2000-08-30,gamma0,12m,6m,0.012411112540089059,gamma0__12m__6m
2000-08-31,gamma0,6m,1m,0.015008765562269322,gamma0__6m__1m
2000-08-31,gamma0,12m,1m,0.027907992440549395,gamma0__12m__1m
2000-08-31,gamma0,12m,6m,0.012899226878280073,gamma0__12m__6m
2000-09-01,gamma0,6m,1m,0.011772205158589288,gamma0__6m__1m
2000-09-01,gamma0,12m,1m,0.021398339733351868,gamma0__12m__1m
2000-09-01,gamma0,12m,6m,0.00962613457476258,gamma0__12m__6m
2000-09-05,gamma0,6m,1m,-0.002725373323058722,gamma0__6m__1m
2000-09-05,gamma0,12m,1m,0.006545785630853035,gamma0__12m__1m
2000-09-05,gamma0,12m,6m,0.009271158953911757,gamma0__12m__6m
2000-09-06,gamma0,6m,1m,-0.008434565477577288,gamma0__6m__1m
2000-09-06,gamma0,12m,1m,-0.0009060461817302912,gamma0__12m__1m
2000-09-06,gamma0,12m,6m,0.007528519295846997,gamma0__12m__6m
2000-09-07,gamma0,6m,1m,0.0032298195824879417,gamma0__6m__1m
2000-09-07,gamma0,12m,1m,0.011964877357972165,gamma0__12m__1m
2000-09-07,gamma0,12m,6m,0.008735057775484223,gamma0__12m__6m
2000-09-08,gamma0,6m,1m,0.009556129996879742,gamma0__6m__1m
2000-09-08,gamma0,12m,1m,0.019282155601197115,gamma0__12m__1m
2000-09-08,gamma0,12m,6m,0.009726025604317373,gamma0__12m__6m
2000-09-11,gamma0,12m,6m,0.00957447843316886,gamma0__12m__6m
2000-09-12,gamma0,12m,6m,0.008713758315658848,gamma0__12m__6m
2000-09-13,gamma0,12m,6m,0.009350432363207095,gamma0__12m__6m
2000-09-14,gamma0,12m,6m,0.007671941018015632,gamma0__12m__6m
2000-09-18,gamma0,12m,6m,0.009111903460003429,gamma0__12m__6m
2000-09-19,gamma0,12m,6m,0.010411947127443477,gamma0__12m__6m
2000-09-20,gamma0,6m,1m,0.007556616997485083,gamma0__6m__1m
2000-09-20,gamma0,12m,1m,0.015004607335004028,gamma0__12m__1m
2000-09-20,gamma0,12m,6m,0.007447990337518945,gamma0__12m__6m
2000-09-21,gamma0,6m,1m,0.005714990882818238,gamma0__6m__1m
2000-09-21,gamma0,12m,1m,0.013749400468152068,gamma0__12m__1m
2000-09-21,gamma0,12m,6m,0.00803440958533383,gamma0__12m__6m
2000-09-22,gamma0,6m,1m,0.006822423415930173,gamma0__6m__1m
2000-09-22,gamma0,12m,1m,0.011949312859689726,gamma0__12m__1m
2000-09-22,gamma0,12m,6m,0.0051268894437595525,gamma0__12m__6m
2000-09-25,gamma0,6m,1m,-0.001157181649806549,gamma0__6m__1m
2000-09-25,gamma0,12m,1m,0.0058788316836758114,gamma0__12m__1m
2000-09-25,gamma0,12m,6m,0.0070360133334823605,gamma0__12m__6m
2000-09-26,gamma0,6m,1m,-0.0036971588605118066,gamma0__6m__1m
2000-09-26,gamma0,12m,1m,0.003582076265434303,gamma0__12m__1m
2000-09-26,gamma0,12m,6m,0.00727923512594611,gamma0__12m__6m
2000-09-27,gamma0,6m,1m,0.0004920918660802631,gamma0__6m__1m
2000-09-27,gamma0,12m,1m,0.00782115154215271,gamma0__12m__1m
2000-09-27,gamma0,12m,6m,0.007329059676072447,gamma0__12m__6m
2000-09-28,gamma0,6m,1m,0.011327806615474584,gamma0__6m__1m
2000-09-28,gamma0,12m,1m,0.017421079371361003,gamma0__12m__1m
2000-09-28,gamma0,12m,6m,0.00609327275588642,gamma0__12m__6m
2000-09-29,gamma0,6m,1m,0.0034395412137459003,gamma0__6m__1m
2000-09-29,gamma0,12m,1m,0.015661243288672883,gamma0__12m__1m
2000-09-29,gamma0,12m,6m,0.012221702074926982,gamma0__12m__6m
2000-10-02,gamma0,6m,1m,0.0007881083308075021,gamma0__6m__1m
2000-10-02,gamma0,12m,1m,0.009886344189807272,gamma0__12m__1m
2000-10-02,gamma0,12m,6m,0.00909823585899977,gamma0__12m__6m
2000-10-03,gamma0,6m,1m,-0.003478275435803313,gamma0__6m__1m
2000-10-03,gamma0,12m,1m,0.004290809847687316,gamma0__12m__1m
2000-10-03,gamma0,12m,6m,0.007769085283490629,gamma0__12m__6m
2000-10-04,gamma0,6m,1m,-0.0004424547590338168,gamma0__6m__1m
2000-10-04,gamma0,12m,1m,0.007137859073379965,gamma0__12m__1m
2000-10-04,gamma0,12m,6m,0.007580313832413782,gamma0__12m__6m
2000-10-05,gamma0,6m,1m,0.003915345663153297,gamma0__6m__1m
2000-10-05,gamma0,12m,1m,0.012139893928270834,gamma0__12m__1m
2000-10-05,gamma0,12m,6m,0.008224548265117537,gamma0__12m__6m
2000-10-06,gamma0,6m,1m,-0.000410148792265308,gamma0__6m__1m
2000-10-06,gamma0,12m,1m,0.003064630789715639,gamma0__12m__1m
2000-10-06,gamma0,12m,6m,0.003474779581980947,gamma0__12m__6m
2000-10-09,gamma0,6m,1m,-0.013468187054553132,gamma0__6m__1m
2000-10-09,gamma0,12m,1m,-0.009499867659486516,gamma0__12m__1m
2000-10-09,gamma0,12m,6m,0.003968319395066616,gamma0__12m__6m
2000-10-10,gamma0,6m,1m,-0.017743630934071025,gamma0__6m__1m
2000-10-10,gamma0,12m,1m,-0.015390175988718002,gamma0__12m__1m
2000-10-10,gamma0,12m,6m,0.002353454945353023,gamma0__12m__6m
2000-10-11,gamma0,6m,1m,-0.025274587667031972,gamma0__6m__1m
2000-10-11,gamma0,12m,1m,-0.022166357074347165,gamma0__12m__1m
2000-10-11,gamma0,12m,6m,0.0031082305926848075,gamma0__12m__6m
2000-10-12,gamma0,6m,1m,-0.046889285779550816,gamma0__6m__1m
2000-10-12,gamma0,12m,1m,-0.04893460095188057,gamma0__12m__1m
2000-10-12,gamma0,12m,6m,-0.0020453151723297536,gamma0__12m__6m
2000-10-13,gamma0,6m,1m,-0.03168596465130463,gamma0__6m__1m
2000-10-13,gamma0,12m,1m,-0.03527273551537374,gamma0__12m__1m
2000-10-13,gamma0,12m,6m,-0.003586770864069111,gamma0__12m__6m
2000-10-16,gamma0,12m,6m,-0.00018888639348840774,gamma0__12m__6m
2000-10-17,gamma0,12m,6m,-0.0018052734657624248,gamma0__12m__6m
2000-10-18,gamma0,6m,1m,-0.0395418158531734,gamma0__6m__1m
2000-10-18,gamma0,12m,1m,-0.041126596676940574,gamma0__12m__1m
2000-10-18,gamma0,12m,6m,-0.0015847808237671734,gamma0__12m__6m
2000-10-19,gamma0,6m,1m,-0.016641232765893854,gamma0__6m__1m
2000-10-19,gamma0,12m,1m,-0.015489460635432217,gamma0__12m__1m
2000-10-19,gamma0,12m,6m,0.0011517721304616368,gamma0__12m__6m
2000-10-20,gamma0,6m,1m,-0.010563040720063088,gamma0__6m__1m
2000-10-20,gamma0,12m,1m,-0.006783408224544096,gamma0__12m__1m
2000-10-20,gamma0,12m,6m,0.003779632495518992,gamma0__12m__6m
2000-10-23,gamma0,6m,1m,-0.010781891014691514,gamma0__6m__1m
2000-10-23,gamma0,12m,1m,-0.007630507515776458,gamma0__12m__1m
2000-10-23,gamma0,12m,6m,0.0031513834989150558,gamma0__12m__6m
2000-10-24,gamma0,6m,1m,-0.016052023378626684,gamma0__6m__1m
2000-10-24,gamma0,12m,1m,-0.014466915914477047,gamma0__12m__1m
2000-10-24,gamma0,12m,6m,0.0015851074641496377,gamma0__12m__6m
2000-10-25,gamma0,6m,1m,-0.02858738077048964,gamma0__6m__1m
2000-10-25,gamma0,12m,1m,-0.028180392747232774,gamma0__12m__1m
2000-10-25,gamma0,12m,6m,0.00040698802325686567,gamma0__12m__6m
2000-10-26,gamma0,6m,1m,-0.03987527223643583,gamma0__6m__1m
2000-10-26,gamma0,12m,1m,-0.042160953497475256,gamma0__12m__1m
2000-10-26,gamma0,12m,6m,-0.002285681261039424,gamma0__12m__6m
2000-10-27,gamma0,6m,1m,-0.027243044406325717,gamma0__6m__1m
2000-10-27,gamma0,12m,1m,-0.025922767808464586,gamma0__12m__1m
2000-10-27,gamma0,12m,6m,0.0013202765978611308,gamma0__12m__6m
2000-10-30,gamma0,6m,1m,-0.02353420098677611,gamma0__6m__1m
2000-10-30,gamma0,12m,1m,-0.021815537561842763,gamma0__12m__1m
2000-10-30,gamma0,12m,6m,0.0017186634249333477,gamma0__12m__6m
2000-10-31,gamma0,6m,1m,-0.014263453911801172,gamma0__6m__1m
2000-10-31,gamma0,12m,1m,-0.012597268422629482,gamma0__12m__1m
2000-10-31,gamma0,12m,6m,0.0016661854891716898,gamma0__12m__6m
2000-11-01,gamma0,6m,1m,-0.018214887790494544,gamma0__6m__1m
2000-11-01,gamma0,12m,1m,-0.017417329303421908,gamma0__12m__1m
2000-11-01,gamma0,12m,6m,0.000797558487072636,gamma0__12m__6m
2000-11-02,gamma0,6m,1m,-0.01745554031462679,gamma0__6m__1m
2000-11-02,gamma0,12m,1m,-0.014735350975432548,gamma0__12m__1m
2000-11-02,gamma0,12m,6m,0.00272018933919424,gamma0__12m__6m
2000-11-03,gamma0,6m,1m,-0.013753313686057006,gamma0__6m__1m
2000-11-03,gamma0,12m,1m,-0.011836451778436313,gamma0__12m__1m
2000-11-03,gamma0,12m,6m,0.0019168619076206928,gamma0__12m__6m
2000-11-06,gamma0,6m,1m,-0.0182180012533959,gamma0__6m__1m
2000-11-06,gamma0,12m,1m,-0.01833520482143272,gamma0__12m__1m
2000-11-06,gamma0,12m,6m,-0.00011720356803682219,gamma0__12m__6m
2000-11-07,gamma0,6m,1m,-0.020663839532234357,gamma0__6m__1m
2000-11-07,gamma0,12m,1m,-0.02370872611235711,gamma0__12m__1m
2000-11-07,gamma0,12m,6m,-0.003044886580122752,gamma0__12m__6m
2000-11-08,gamma0,6m,1m,-0.028969379788516797,gamma0__6m__1m
2000-11-08,gamma0,12m,1m,-0.03152542703349476,gamma0__12m__1m
2000-11-08,gamma0,12m,6m,-0.0025560472449779603,gamma0__12m__6m
2000-11-09,gamma0,6m,1m,-0.038007905985534746,gamma0__6m__1m
2000-11-09,gamma0,12m,1m,-0.0413955166110585,gamma0__12m__1m
2000-11-09,gamma0,12m,6m,-0.003387610625523757,gamma0__12m__6m
2000-11-10,gamma0,6m,1m,-0.04349609015435285,gamma0__6m__1m
2000-11-10,gamma0,12m,1m,-0.049224489542664285,gamma0__12m__1m
2000-11-10,gamma0,12m,6m,-0.005728399388311434,gamma0__12m__6m
2000-11-13,gamma0,12m,6m,-0.005787708010378062,gamma0__12m__6m
2000-11-14,gamma0,12m,6m,-0.0025500890855666147,gamma0__12m__6m
2000-11-15,gamma0,6m,1m,-0.022865450996822523,gamma0__6m__1m
2000-11-15,gamma0,12m,1m,-0.026790515705706702,gamma0__12m__1m
2000-11-15,gamma0,12m,6m,-0.0039250647088841795,gamma0__12m__6m
2000-11-16,gamma0,6m,1m,-0.01773037503888933,gamma0__6m__1m
2000-11-16,gamma0,12m,1m,-0.020412492222754458,gamma0__12m__1m
2000-11-16,gamma0,12m,6m,-0.002682117183865129,gamma0__12m__6m
2000-11-17,gamma0,6m,1m,-0.015332924161071598,gamma0__6m__1m
2000-11-17,gamma0,12m,1m,-0.01895226096762706,gamma0__12m__1m
2000-11-17,gamma0,12m,6m,-0.003619336806555462,gamma0__12m__6m
2000-11-20,gamma0,6m,1m,-0.030131324769135187,gamma0__6m__1m
2000-11-20,gamma0,12m,1m,-0.03464025020270092,gamma0__12m__1m
2000-11-20,gamma0,12m,6m,-0.004508925433565736,gamma0__12m__6m
2000-11-21,gamma0,6m,1m,-0.022918147623341933,gamma0__6m__1m
2000-11-21,gamma0,12m,1m,-0.025529787504846246,gamma0__12m__1m
2000-11-21,gamma0,12m,6m,-0.002611639881504313,gamma0__12m__6m
2000-11-22,gamma0,6m,1m,-0.023924278624489148,gamma0__6m__1m
2000-11-22,gamma0,12m,1m,-0.0290395985831578,gamma0__12m__1m
2000-11-22,gamma0,12m,6m,-0.0051153199586686515,gamma0__12m__6m
2000-11-24,gamma0,6m,1m,-0.015591283422719426,gamma0__6m__1m
2000-11-24,gamma0,12m,1m,-0.018899508301003787,gamma0__12m__1m
2000-11-24,gamma0,12m,6m,-0.0033082248782843604,gamma0__12m__6m
2000-11-27,gamma0,6m,1m,-0.02502734481791838,gamma0__6m__1m
2000-11-27,gamma0,12m,1m,-0.026298295598671778,gamma0__12m__1m
2000-11-27,gamma0,12m,6m,-0.0012709507807533993,gamma0__12m__6m
2000-11-28,gamma0,6m,1m,-0.0262623979084477,gamma0__6m__1m
2000-11-28,gamma0,12m,1m,-0.03195334426067592,gamma0__12m__1m
2000-11-28,gamma0,12m,6m,-0.005690946352228221,gamma0__12m__6m
2000-11-29,gamma0,6m,1m,-0.027012495090524974,gamma0__6m__1m
2000-11-29,gamma0,12m,1m,-0.034520820025219,gamma0__12m__1m
2000-11-29,gamma0,12m,6m,-0.007508324934694027,gamma0__12m__6m
2000-11-30,gamma0,6m,1m,-0.034976093220863314,gamma0__6m__1m
2000-11-30,gamma0,12m,1m,-0.03950356628994656,gamma0__12m__1m
2000-11-30,gamma0,12m,6m,-0.004527473069083243,gamma0__12m__6m
2000-12-01,gamma0,6m,1m,-0.02150417313840408,gamma0__6m__1m
2000-12-01,gamma0,12m,1m,-0.023576428438214475,gamma0__12m__1m
2000-12-01,gamma0,12m,6m,-0.002072255299810394,gamma0__12m__6m
2000-12-04,gamma0,6m,1m,-0.025214860166362957,gamma0__6m__1m
2000-12-04,gamma0,12m,1m,-0.029274636996205083,gamma0__12m__1m
2000-12-04,gamma0,12m,6m,-0.004059776829842127,gamma0__12m__6m
2000-12-05,gamma0,6m,1m,-0.004903000346330427,gamma0__6m__1m
2000-12-05,gamma0,12m,1m,-0.007475647777733657,gamma0__12m__1m
2000-12-05,gamma0,12m,6m,-0.00257264743140323,gamma0__12m__6m
2000-12-06,gamma0,6m,1m,-0.015630399311210658,gamma0__6m__1m
2000-12-06,gamma0,12m,1m,-0.016714674025640808,gamma0__12m__1m
2000-12-06,gamma0,12m,6m,-0.0010842747144301501,gamma0__12m__6m
2000-12-07,gamma0,6m,1m,-0.01933316030471041,gamma0__6m__1m
2000-12-07,gamma0,12m,1m,-0.02254036285689795,gamma0__12m__1m
2000-12-07,gamma0,12m,6m,-0.003207202552187538,gamma0__12m__6m
2000-12-08,gamma0,6m,1m,-0.024536877443328414,gamma0__6m__1m
2000-12-08,gamma0,12m,1m,-0.02707585834169926,gamma0__12m__1m
2000-12-08,gamma0,12m,6m,-0.002538980898370846,gamma0__12m__6m
2000-12-11,gamma0,12m,6m,-0.001840055789624484,gamma0__12m__6m
2000-12-12,gamma0,12m,6m,-0.004660602730075014,gamma0__12m__6m
2000-12-13,gamma0,12m,6m,1.179142463256233e-05,gamma0__12m__6m
2000-12-14,gamma0,12m,6m,-0.004183020630038503,gamma0__12m__6m
2000-12-15,gamma0,12m,6m,-0.005175319756228258,gamma0__12m__6m
2000-12-18,gamma0,12m,6m,-0.005357150221669632,gamma0__12m__6m
2000-12-19,gamma0,12m,6m,-0.0032640946744435517,gamma0__12m__6m
2000-12-20,gamma0,6m,1m,-0.04852293706478583,gamma0__6m__1m
2000-12-20,gamma0,12m,1m,-0.054134261444816645,gamma0__12m__1m
2000-12-20,gamma0,12m,6m,-0.005611324380030813,gamma0__12m__6m
2000-12-21,gamma0,6m,1m,-0.03886186630849078,gamma0__6m__1m
2000-12-21,gamma0,12m,1m,-0.050480418214813416,gamma0__12m__1m
2000-12-21,gamma0,12m,6m,-0.011618551906322633,gamma0__12m__6m
2000-12-22,gamma0,6m,1m,-0.0258702739271556,gamma0__6m__1m
2000-12-22,gamma0,12m,1m,-0.03171073869692145,gamma0__12m__1m
2000-12-22,gamma0,12m,6m,-0.005840464769765852,gamma0__12m__6m
2000-12-26,gamma0,6m,1m,-0.03663648864322025,gamma0__6m__1m
2000-12-26,gamma0,12m,1m,-0.041379032598388266,gamma0__12m__1m
2000-12-26,gamma0,12m,6m,-0.004742543955168016,gamma0__12m__6m
2000-12-27,gamma0,6m,1m,-0.032196513343582145,gamma0__6m__1m
2000-12-27,gamma0,12m,1m,-0.0379623779240853,gamma0__12m__1m
2000-12-27,gamma0,12m,6m,-0.005765864580503155,gamma0__12m__6m
2000-12-28,gamma0,6m,1m,-0.018669304050737023,gamma0__6m__1m
2000-12-28,gamma0,12m,1m,-0.022601078309656214,gamma0__12m__1m
2000-12-28,gamma0,12m,6m,-0.003931774258919191,gamma0__12m__6m
2000-12-29,gamma0,6m,1m,-0.016956889775089856,gamma0__6m__1m
2000-12-29,gamma0,12m,1m,-0.02190958162673337,gamma0__12m__1m
2000-12-29,gamma0,12m,6m,-0.004952691851643515,gamma0__12m__6m
2001-01-02,gamma0,6m,1m,-0.03654732618884621,gamma0__6m__1m
2001-01-02,gamma0,12m,1m,-0.046718154328319966,gamma0__12m__1m
2001-01-02,gamma0,12m,6m,-0.010170828139473759,gamma0__12m__6m
2001-01-03,gamma0,6m,1m,-0.022601984722733587,gamma0__6m__1m
2001-01-03,gamma0,12m,1m,-0.03158121730232297,gamma0__12m__1m
2001-01-03,gamma0,12m,6m,-0.00897923257958938,gamma0__12m__6m
2001-01-04,gamma0,6m,1m,-0.023838071617515444,gamma0__6m__1m
2001-01-04,gamma0,12m,1m,-0.030456895732009687,gamma0__12m__1m
2001-01-04,gamma0,12m,6m,-0.006618824114494243,gamma0__12m__6m
2001-01-05,gamma0,6m,1m,-0.0318099846859817,gamma0__6m__1m
2001-01-05,gamma0,12m,1m,-0.04106357250180287,gamma0__12m__1m
2001-01-05,gamma0,12m,6m,-0.009253587815821168,gamma0__12m__6m
2001-01-08,gamma0,6m,1m,-0.03622701857395147,gamma0__6m__1m
2001-01-08,gamma0,12m,1m,-0.043445484150925195,gamma0__12m__1m
2001-01-08,gamma0,12m,6m,-0.007218465576973726,gamma0__12m__6m
2001-01-09,gamma0,6m,1m,-0.029505930837835093,gamma0__6m__1m
2001-01-09,gamma0,12m,1m,-0.03497660880294018,gamma0__12m__1m
2001-01-09,gamma0,12m,6m,-0.005470677965105086,gamma0__12m__6m
2001-01-10,gamma0,6m,1m,-0.0214411693372549,gamma0__6m__1m
2001-01-10,gamma0,12m,1m,-0.025727864298571268,gamma0__12m__1m
2001-01-10,gamma0,12m,6m,-0.004286694961316367,gamma0__12m__6m
2001-01-11,gamma0,6m,1m,-0.017958103169850526,gamma0__6m__1m
2001-01-11,gamma0,12m,1m,-0.020964556150841224,gamma0__12m__1m
2001-01-11,gamma0,12m,6m,-0.003006452980990698,gamma0__12m__6m
2001-01-12,gamma0,6m,1m,-0.0038112476832053432,gamma0__6m__1m
2001-01-12,gamma0,12m,1m,-0.007719534638787662,gamma0__12m__1m
2001-01-12,gamma0,12m,6m,-0.0039082869555823185,gamma0__12m__6m
2001-01-16,gamma0,12m,6m,-0.0046015612030193,gamma0__12m__6m
2001-01-17,gamma0,6m,1m,-0.010932345779810365,gamma0__6m__1m
2001-01-17,gamma0,12m,1m,-0.015408103964296732,gamma0__12m__1m
2001-01-17,gamma0,12m,6m,-0.004475758184486367,gamma0__12m__6m
2001-01-18,gamma0,6m,1m,-0.00515472729286931,gamma0__6m__1m
2001-01-18,gamma0,12m,1m,-0.008700012519711892,gamma0__12m__1m
2001-01-18,gamma0,12m,6m,-0.0035452852268425816,gamma0__12m__6m
2001-01-19,gamma0,6m,1m,-0.0064165039576937755,gamma0__6m__1m
2001-01-19,gamma0,12m,1m,-0.00998011177500635,gamma0__12m__1m
2001-01-19,gamma0,12m,6m,-0.003563607817312575,gamma0__12m__6m
2001-01-22,gamma0,6m,1m,-0.0030336866687412367,gamma0__6m__1m
2001-01-22,gamma0,12m,1m,-0.005671567825437707,gamma0__12m__1m
2001-01-22,gamma0,12m,6m,-0.00263788115669647,gamma0__12m__6m
2001-01-23,gamma0,6m,1m,0.005502807321284525,gamma0__6m__1m
2001-01-23,gamma0,12m,1m,0.004459651806530546,gamma0__12m__1m
2001-01-23,gamma0,12m,6m,-0.0010431555147539795,gamma0__12m__6m
2001-01-24,gamma0,6m,1m,-0.0008207214869301593,gamma0__6m__1m
2001-01-24,gamma0,12m,1m,-0.0023804448932052136,gamma0__12m__1m
2001-01-24,gamma0,12m,6m,-0.0015597234062750542,gamma0__12m__6m
2001-01-25,gamma0,6m,1m,-0.0014444659406745997,gamma0__6m__1m
2001-01-25,gamma0,12m,1m,-0.002540232895402922,gamma0__12m__1m
2001-01-25,gamma0,12m,6m,-0.0010957669547283222,gamma0__12m__6m
2001-01-26,gamma0,6m,1m,0.0025810205952839227,gamma0__6m__1m
2001-01-26,gamma0,12m,1m,0.0026297661272281503,gamma0__12m__1m
2001-01-26,gamma0,12m,6m,4.8745531944227594e-05,gamma0__12m__6m
2001-01-29,gamma0,6m,1m,-0.005951814268123856,gamma0__6m__1m
